price_value,shipping_value,total_value,sold_date_value,listing_type,is_best_offer,card_number_guess,grader_norm,grade_value,title_short,valuation_lane,valuation_range,valuation_note
59.99,5.2,65.19,2026-03-19,bin,False,457,PSA,9.0,Pinnacle 1993 Derek Jeter #457 Rookie New York Yankees ML...,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
50.0,6.0,56.0,2026-03-18,auction,False,457,PSA,9.0,DEREK JETER 1993 Pinnacle Rookie #457 PSA 9 Mint,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
55.0,7.95,62.95,2026-03-16,bin,False,457,PSA,9.0,DEREK JETER 1993 PINNACLE #457 ROOKIE RC PSA 9 MINT ✨,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
55.0,7.95,62.95,2026-03-14,bin,False,457,PSA,9.0,DEREK JETER 1993 PINNACLE #457 ROOKIE RC PSA 9 MINT ✨,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
49.0,5.2,54.2,2026-03-11,auction,False,457,PSA,9.0,1993 Pinnacle Derek Jeter PSA 9 #457,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
39.99,7.95,47.94,2026-03-07,bin,False,457,PSA,9.0,DEREK JETER 1993 PINNACLE #457 ROOKIE RC PSA 9 MINT ✨,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
55.0,7.95,62.95,2026-03-05,bin,False,457,PSA,9.0,DEREK JETER 1993 PINNACLE #457 ROOKIE RC PSA 9 MINT ✨,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
48.88,5.5,54.38,2026-03-04,auction,False,457,PSA,9.0,113799290 Derek Jeter 1993 Pinnacle #457 Rookie RC PSA 9,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
50.0,0.0,50.0,2026-03-02,bin,True,457,PSA,9.0,Derek Jeter Rookie Card 1993 Pinnacle #457 PSA 9 MINT,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
49.0,5.99,54.99,2026-03-02,auction,False,457,PSA,9.0,1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC...,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
57.99,4.77,62.76,2026-02-24,bin,False,457,PSA,9.0,1993 PINNACLE DEREK JETER ROOKIE (RC) #457 PSA 9! (NEW PS...,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
62.0,4.44,66.44,2026-02-22,bin,True,457,PSA,9.0,1993 Pinnacle - 1st Round Draft Pick #457 Derek Jeter (RC...,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
55.0,3.0,58.0,2026-02-19,bin,False,457,PSA,9.0,1993 Pinnacle Derek Jeter #457 PSA 9 Rookie 1st Round Dra...,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
69.99,5.5,75.49,2026-02-16,bin,False,457,PSA,9.0,1993 Pinnacle Derek Jeter Rookie RC #457 PSA 9 Mint HOF N...,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
58.56,0.0,58.56,2026-02-14,auction,False,457,PSA,9.0,1993 Pinnacle #457 Derek Jeter RC Rookie PSA 9 Mint 03547560,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
59.95,5.5,65.45,2026-02-13,bin,False,457,PSA,9.0,1993 Pinnacle #457 DEREK JETER Rookie RC PSA 9 MINT New Y...,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
69.0,5.3,74.3,2026-02-05,bin,False,457,PSA,9.0,1993 Pinnacle #457 Derek Jeter RC PSA 9,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
67.49,0.0,67.49,2026-02-04,bin,False,457,PSA,9.0,1993 Pinnacle Derek Jeter 457 PSA 9,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
52.55,5.99,58.54,2026-02-04,auction,False,457,PSA,9.0,1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC...,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
67.49,0.0,67.49,2026-02-04,bin,False,457,PSA,9.0,1993 Pinnacle Derek Jeter 457 PSA 9,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
59.99,5.99,65.98,2026-02-03,bin,False,457,PSA,9.0,1993 PINNACLE #457 Derek Jeter Rookie Card PSA 9 MINT New...,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
54.0,5.5,59.5,2026-02-02,auction,False,457,PSA,9.0,1993 Pinnacle #457 Derek Jeter New York Yankees RC Rookie...,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
62.95,0.0,62.95,2026-01-26,bin,False,457,PSA,9.0,1993 PINNACLE Derek Jeter Mint RC #457 PSA 9,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
50.06,5.99,56.05,2026-01-20,auction,False,457,PSA,9.0,1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC...,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
50.0,7.95,57.95,2026-01-19,bin,False,457,PSA,9.0,1993 Pinnacle Derek Jeter Rookie Draft Pick! PSA 9! New Y...,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
59.99,4.5,64.49,2026-01-17,bin,False,457,PSA,9.0,1993 Pinnacle #457 Derek Jeter Rookie RC New York Yankees...,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
48.55,5.99,54.54,2026-01-14,auction,False,457,PSA,9.0,1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC...,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
59.99,0.0,59.99,2026-01-12,bin,False,457,PSA,9.0,DEREK JETER 1993 PINNACLE #457 ROOKIE RC PSA 9 MINT ✨,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
53.55,5.99,59.54,2026-01-04,auction,False,457,PSA,9.0,1993 PINNACLE #457 DEREK JETER ROOKIE RC PSA 9,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
55.0,5.45,60.45,2026-01-04,bin,False,457,PSA,9.0,1993 PINNACLE #457 Derek Jeter Rookie Card PSA 9 MINT New...,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
55.99,5.2,61.19,2026-01-02,bin,False,457,PSA,9.0,1993 Pinnacle Derek Jeter Rookie Cards PSA 9 RC #457 MINT,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
50.0,5.07,55.07,2025-12-30,bin,True,457,PSA,9.0,1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC...,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
90.0,7.95,97.95,2025-12-28,bin,True,457,PSA,9.0,1993 Pinnacle Derek Jeter #457 PSA 9 RC upper deck sp top...,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
59.99,5.99,65.98,2025-12-28,bin,True,457,PSA,9.0,1993 PINNACLE #457 Derek Jeter Rookie Card PSA 9 MINT New...,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
110.0,0.0,110.0,2025-12-27,bin,False,457,PSA,9.0,(2) 1993 Pinnacle #457 DEREK JETER Rookie RC PSA 9 MINT N...,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
49.99,4.99,54.98,2025-12-25,bin,False,457,PSA,9.0,1993 PINNACLE #457 DEREK JETER PSA 9 RC YANKEES HOF,eBay PSA 9,$62-$64-$64,eBay PSA 9 | Model B - Star / High Liquidity | 38 comps
800.0,8.3,808.3,2026-03-14,bin,True,457,PSA,10.0,New York Yankees 1993 Pinnacle Derek Jeter Rookie Card # ...,eBay PSA 10,$650-$733-$733,eBay PSA 10 | Model B - Star / High Liquidity | 11 comps
650.0,0.0,650.0,2025-08-16,bin,False,457,PSA,10.0,1993 Pinnacle Derek Jeter RC #457 PSA 10 GEM MINT HOF 💎,eBay PSA 10,$650-$733-$733,eBay PSA 10 | Model B - Star / High Liquidity | 11 comps
699.99,0.0,699.99,2026-02-25,bin,False,457,PSA,10.0,1993 PINNACLE #457 DEREK JETER PSA 10 81359726,eBay PSA 10,$650-$733-$733,eBay PSA 10 | Model B - Star / High Liquidity | 11 comps
609.5,5.99,615.49,2026-01-26,auction,False,457,PSA,10.0,1993 PINNACLE #457 DEREK JETER ROOKIE RC PSA 10,eBay PSA 10,$650-$733-$733,eBay PSA 10 | Model B - Star / High Liquidity | 11 comps
655.99,6.0,661.99,2026-01-22,auction,False,457,PSA,10.0,1993 Pinnacle Derek Jeter #457 PSA 10 GEM MINT Rookie Car...,eBay PSA 10,$650-$733-$733,eBay PSA 10 | Model B - Star / High Liquidity | 11 comps
685.0,5.52,690.52,2026-01-11,auction,False,457,PSA,10.0,1993 PINNACLE #457 DEREK JETER ROOKIE RC PSA 10,eBay PSA 10,$650-$733-$733,eBay PSA 10 | Model B - Star / High Liquidity | 11 comps
785.0,5.99,790.99,2026-01-09,bin,False,457,PSA,10.0,1993 PINNACLE #457 DEREK JETER ROOKIE RC PSA 10,eBay PSA 10,$650-$733-$733,eBay PSA 10 | Model B - Star / High Liquidity | 11 comps
569.0,5.5,574.5,2026-01-08,auction,False,457,PSA,10.0,DEREK JETER PSA 10 1993 PINNACLE #457 ROOKIE RC YANKEES G...,eBay PSA 10,$650-$733-$733,eBay PSA 10 | Model B - Star / High Liquidity | 11 comps
569.0,5.0,574.0,2026-01-01,auction,False,457,PSA,10.0,1993 PINNACLE #457 DEREK JETER ROOKIE RC PSA 10,eBay PSA 10,$650-$733-$733,eBay PSA 10 | Model B - Star / High Liquidity | 11 comps
574.99,0.0,574.99,2025-12-29,bin,False,457,PSA,10.0,1993 Pinnacle Derek Jeter 457 PSA 10,eBay PSA 10,$650-$733-$733,eBay PSA 10 | Model B - Star / High Liquidity | 11 comps
615.0,5.99,620.99,2025-12-28,bin,False,457,PSA,10.0,1993 PINNACLE #457 DEREK JETER ROOKIE RC PSA 10,eBay PSA 10,$650-$733-$733,eBay PSA 10 | Model B - Star / High Liquidity | 11 comps
30.0,4.99,34.99,2026-03-07,auction,False,457,SGC,6.0,1993 Pinnacle 1st Round Draft Pick Derek Jeter #457 SGC 6...,eBay SGC 6,$27-$14-$14,eBay SGC 6 | Model B - Star / High Liquidity | 2 comps
14.0,4.99,18.99,2026-02-09,auction,False,457,SGC,6.0,1993 Pinnacle 1st Round Draft Pick Derek Jeter #457 SGC 6...,eBay SGC 6,$27-$14-$14,eBay SGC 6 | Model B - Star / High Liquidity | 2 comps
24.0,7.5,31.5,2026-03-19,bin,True,457,SGC,8.0,1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC...,eBay SGC 8,$32-$28-$28,eBay SGC 8 | Model B - Star / High Liquidity | 1 comp
16.51,5.0,21.51,2026-02-26,auction,False,457,SGC,8.5,1993 Pinnacle Baseball Draft Pick Rookie #457 Derek Jeter...,eBay SGC 8.5,$22-$11-$11,eBay SGC 8.5 | Model B - Star / High Liquidity | 1 comp
31.0,5.0,36.0,2026-03-18,auction,False,457,SGC,9.0,1993 Pinnacle DEREK JETER #457 RC Rookie Yankees SGC 9 MINT,eBay SGC 9,$37-$44-$44,eBay SGC 9 | Model B - Star / High Liquidity | 6 comps
45.0,5.07,50.07,2026-03-09,bin,False,457,SGC,9.0,1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC...,eBay SGC 9,$37-$44-$44,eBay SGC 9 | Model B - Star / High Liquidity | 6 comps
30.74,5.0,35.74,2026-03-01,auction,False,457,SGC,9.0,1993 Pinnacle #457 1st Round Draft Pick Derek Jeter Rooki...,eBay SGC 9,$37-$44-$44,eBay SGC 9 | Model B - Star / High Liquidity | 6 comps
31.0,5.99,36.99,2026-02-17,auction,False,457,SGC,9.0,1993 Pinnacle #457 Derek Jeter Rookie (RC) Draft Pick SGC...,eBay SGC 9,$37-$44-$44,eBay SGC 9 | Model B - Star / High Liquidity | 6 comps
29.0,0.0,29.0,2026-02-06,auction,False,457,SGC,9.0,1993 Pinnacle #457 Derek Jeter RC ........SGC....9 MINT,eBay SGC 9,$37-$44-$44,eBay SGC 9 | Model B - Star / High Liquidity | 6 comps
34.99,5.0,39.99,2026-01-11,auction,False,457,SGC,9.0,1993 Pinnacle - 1st Round Draft Pick Derek Jeter #457 (RC...,eBay SGC 9,$37-$44-$44,eBay SGC 9 | Model B - Star / High Liquidity | 6 comps
122.0,4.99,126.99,2026-01-14,auction,False,457,SGC,9.5,1993 Pinnacle Derek Jeter Rookie RC #457 Yankees SGC 9.5,eBay SGC 9.5,$127-$63-$63,eBay SGC 9.5 | Model B - Star / High Liquidity | 1 comp
306.51,5.5,312.01,2026-02-10,auction,False,457,SGC,10.0,1993 Pinnacle #457 Derek Jeter New York Yankees RC Rookie...,eBay SGC 10,$312-$156-$156,eBay SGC 10 | Model B - Star / High Liquidity | 1 comp
